age,gender,race,date,city,state,manner_of_death,mental_illness
61,Female,,2011-12-28,New Orleans,LA,Shot,true
22,Male,,2011-12-30,Miami Beach,FL,Shot,false
17,Male,,2011-12-31,Newark,NJ,Shot,false
43,Male,,2011-12-31,Seaford,NY,Shot,false
,Male,,2012-01-01,Chicago,IL,Shot,false
52,Male,,2012-01-01,Chicago,IL,Shot,false
,Male,,2012-01-04,Albuquerque,NM,Shot,false
31,Male,,2012-01-06,Noble,OK,Shot,false
23,Male,,2012-01-10,Pompano Beach,FL,Shot,false
59,Male,,2012-01-12,Ponte Vedra Beach,FL,Shot,true
21,Male,,2012-01-13,Federal Way,WA,Shot,false
17,Male,,2012-01-14,Jacksonville,FL,Shot,false
28,Male,,2012-01-18,Tucson,AZ,Shot,false
18,Male,,2012-01-23,Buttonwillow,CA,Shot,true
22,Male,,2012-01-26,Brooklyn,NY,Shot,false
47,Male,,2012-01-27,Moorpark,CA,Shot,true
37,Male,,2012-01-27,Fairview,OR,Shot,false
29,Male,,2012-01-28,Rockford,IL,Shot,false
17,Male,,2012-01-29,Brooklyn,NY,Shot,false
,Male,,2012-01-30,Garland,TX,Shot,true
26,Male,,2012-01-31,Baltimore,MD,Shot,false
54,Male,,2012-02-07,Phoenix,AZ,Shot,false
84,Male,,2012-02-07,Whitney,TX,Shot,false
47,Male,,2012-02-12,Chicago,IL,Shot,false
37,Male,,2012-02-13,Melbourne,FL,Shot,true
53,Male,,2012-02-13,Pompano Beach,FL,Shot,false
52,Male,,2012-02-14,New York City,NY,Shot,false
33,Male,,2012-02-15,Waukegan,IL,Shot,true
38,Male,,2012-02-16,Riverside,CA,Shot,false
38,Male,,2012-02-18,Aransas Pass,TX,Shot,true
,Male,,2012-02-26,Philadelphia,PA,Shot,false
23,Male,,2012-02-29,Winfield,TX,Shot,false
42,Male,,2012-02-29,Pavillion,WY,Shot,true
26,Male,,2012-03-01,Riverside,CA,Shot,false
28,Male,,2012-03-05,West Palm Beach,FL,Shot,false
26,Male,,2012-03-07,Miami Lakes,FL,Shot,false
44,Male,,2012-03-08,Woodbridge,NJ,Shot,false
38,Male,,2012-03-12,Farmington,AR,Shot,false
18,Male,,2012-03-14,Oklahoma City,OK,Shot,false
19,Male,,2012-03-17,San Diego,CA,Shot,false
15,Male,,2012-03-18,Magna,UT,Shot,true
31,Male,,2012-03-19,Albuquerque,NM,Shot,false
33,Male,,2012-03-20,Hemet,CA,Shot,false
25,Male,,2012-03-20,Tulsa,OK,Shot,false
45,Male,,2012-03-21,Albuquerque,NM,Shot,false
31,Male,,2012-03-23,Tucson,AZ,Shot,true
21,Male,,2012-03-27,Baltimore,MD,Shot,false
29,Male,,2012-03-31,Baltimore,MD,Shot,false
45,Male,,2012-04-03,Tulsa,OK,Shot,true
50,Male,,2012-04-06,West Palm Beach,FL,Shot,false
,Male,,2012-04-10,Burkeville,TX,Shot,false
46,Male,,2012-04-12,Tucson,AZ,Shot,false
,Male,,2012-04-12,Philadelphia,PA,Shot,false
46,Female,,2012-04-14,St. Augustine,FL,Shot,false
30,Male,,2012-04-16,Portland,OR,Shot,false
28,Male,,2012-04-21,Alma,AR,Shot,false
39,Male,,2012-04-22,Mound Bayou,MS,Shot,false
33,Male,,2012-04-22,Philadelphia,PA,Shot,false
39,Male,,2012-04-24,Phoenix,AZ,Shot,false
43,Male,,2012-04-25,Addison,AL,Shot,true
48,Male,,2012-04-25,Portland,OR,Shot,true
46,Male,,2012-04-28,Cave Junction,OR,Shot,false
44,Male,,2012-04-29,Portland,OR,Shot,true
27,Male,,2012-04-30,Chicago,IL,Shot,false
48,Male,,2012-05-01,Mesa,AZ,Shot,true
71,Male,,2012-05-05,Alexander City,AL,Shot,false
28,Male,,2012-05-08,Philadelphia,PA,Shot,false
31,Male,,2012-05-09,Fort Myers,FL,Shot,false
22,Male,,2012-05-09,Mesa,AZ,Shot,false
22,Male,,2012-05-10,Fullerton,CA,Shot,false
33,Male,,2012-05-10,Philadelphia,PA,Shot,false
50,Male,,2012-05-10,Queens,NY,Shot,false
41,Male,,2012-05-14,Washington,DC,Shot,false
15,Male,,2012-05-17,New Bedford,MA,Shot,true
46,Male,,2012-05-17,Miami,FL,Shot,false
44,Male,,2012-05-25,Galveston,TX,Shot,false
25,Male,,2012-06-04,Phoenix,AZ,Shot,false
35,Male,,2012-06-06,Yuma,AZ,Shot,false
26,Male,,2012-06-09,San Antonio,TX,Shot,true
31,Male,,2012-06-10,Irving,TX,Shot,false
50,Male,,2012-06-14,Philadelphia,PA,Shot,false
31,Male,,2012-06-16,Melbourne,FL,Shot,false
20,Male,,2012-06-20,Albuquerque,NM,Shot,true
27,Male,,2012-06-23,Chambersburg,PA,Shot,false
43,Male,,2012-06-28,Dayton,OH,Shot,false
22,Male,,2012-06-28,Dothan,AL,Shot,false
59,Male,,2012-06-28,Cedar Park,TX,Shot,false
29,Male,,2012-06-28,DeLeon Springs,FL,Shot,false
22,Male,,2012-06-30,Valley,AL,Shot,false
26,Male,,2012-07-01,Hampton,VA,Shot,true
59,Male,,2012-07-01,Anchorage,AK,Shot,true
63,Male,,2012-07-04,Ashton-Sandy Spring,MD,Shot,false
43,Male,,2012-07-04,Turlock,CA,Shot,true
39,Male,,2012-07-04,Tucson,AZ,Shot,false
51,Male,,2012-07-06,Brent,FL,Shot,true
,Male,,2012-07-09,Highland Park,MI,Shot,false
48,Male,,2012-07-12,Reisterstown,MD,Shot,false
43,Male,,2012-07-12,Worcester,MA,Shot,false
28,Male,,2012-07-13,Philadelphia,PA,Shot,false
36,Male,,2012-07-15,Miami,FL,Shot,false
26,Female,,2012-07-18,Bradenton,FL,Shot,false
18,Male,,2012-07-21,Philadelphia,PA,Shot,false
42,Male,,2012-07-22,Cason,TX,Shot,true
51,Male,,2012-07-23,Dobson,NC,Shot,false
39,Male,,2012-07-23,Philadelphia,PA,Shot,false
,Male,,2012-07-23,Philadelphia,PA,Shot,false
55,Male,,2012-07-23,Miami,FL,Shot,false
37,Male,,2012-07-24,Houston,TX,Shot,false
28,Male,,2012-07-25,Corona,CA,Shot,false
19,Male,,2012-07-25,Clearwater,FL,Shot,false
28,Male,,2012-07-26,Baton Rouge,LA,Shot,true
22,Male,,2012-07-30,Tupelo,MS,Shot,false
40,Male,,2012-07-31,Baltimore,MD,Shot,false
22,Male,,2012-07-31,Highland,CA,Shot,false
24,Male,,2012-07-31,Phoenix,AZ,Shot,false
53,Male,,2012-08-01,Warren,MI,Shot,false
35,Male,,2012-08-02,Las Vegas,NV,Shot,false
47,Male,,2012-08-02,Fair Oaks,CA,Shot,false
29,Male,,2012-08-03,Anchorage,AK,Shot,false
55,Female,,2012-08-04,Madison,AL,Shot,true
50,Male,,2012-08-05,Catawba,NC,Shot,false
22,Female,,2012-08-09,Homestead,FL,Shot,false
28,Male,,2012-08-09,Philadelphia,PA,Shot,false
27,Male,,2012-08-09,New Castle,DE,Shot,false
38,Male,,2012-08-10,Tucson,AZ,Shot,false
43,Male,,2012-08-10,Little Rock,AR,Shot,false
26,Male,,2012-08-11,Maywood,IL,Shot,false
46,Male,,2012-08-12,Bowling Green,KY,Shot,true
47,Male,,2012-08-12,Smithfield,NC,Shot,false
52,Male,,2012-08-12,Decatur,GA,Shot,false
47,Male,,2012-08-13,Alvin,TX,Shot,false
50,Male,,2012-08-13,Greenville,SC,Shot,false
26,Male,,2012-08-13,Greenville,SC,Shot,false
36,Male,,2012-08-14,Ventura,CA,Shot,true
32,Male,,2012-08-14,Folsom,CA,Shot,false
30,Male,,2012-08-21,Lake City,FL,Shot,false
21,Male,,2012-08-22,Brighton,AL,Shot,false
,Male,,2012-08-23,Midnight,MS,Shot,false
,Male,,2012-08-23,Philadelphia,PA,Shot,false
24,Male,,2012-08-24,Washington,DC,Shot,false
25,Male,,2012-08-28,Bellflower,CA,Shot,false
,Male,,2012-08-28,Marianna,FL,Shot,false
47,Male,,2012-08-30,Anderson,SC,Shot,false
54,Male,,2012-08-30,St. Louis,MO,Shot,true
18,Male,,2012-09-01,Atlanta,GA,Shot,false
60,Male,,2012-09-02,Arlington,WA,Shot,false
26,Male,,2012-09-03,Azusa,CA,Shot,false
17,Male,,2012-09-05,Orlando,FL,Shot,false
44,Male,,2012-09-05,Atlanta,GA,Shot,false
59,Male,,2012-09-06,Blue Ridge,TX,Shot,true
20,Male,,2012-09-07,Bronx,NY,Shot,false
,Male,,2012-09-09,Sun City,AZ,Shot,false
19,Male,,2012-09-13,Guadalupe,AZ,Shot,true
47,Male,,2012-09-14,San Antonio,TX,Shot,false
41,Male,,2012-09-15,Lorain,OH,Shot,false
42,Male,,2012-09-15,Harrington,DE,Shot,true
27,Male,,2012-09-17,Paramount,CA,Shot,true
34,Male,,2012-09-21,Healy,AK,Shot,false
49,Male,,2012-09-22,Phoenix,AZ,Shot,false
22,Male,,2012-09-23,Dundalk,MD,Shot,false
66,Male,,2012-09-26,Clair-Mel,FL,Shot,false
73,Male,,2012-09-27,Fort Lauderdale,FL,Shot,false
32,Male,,2012-09-28,Henderson,LA,Shot,false
36,Male,,2012-09-30,Shamrock,TX,Shot,false
67,Female,,2012-10-01,Bradenton,FL,Shot,false
18,Male,,2012-10-04,Boynton Beach,FL,Shot,true
22,Male,,2012-10-04,Flushing,NY,Shot,true
50,Male,,2012-10-05,Gastonia,NC,Shot,false
54,Male,,2012-10-05,Russellville,AR,Shot,true
33,Male,,2012-10-10,New Kensington,PA,Shot,false
21,Male,,2012-10-13,Oxnard,CA,Shot,false
23,Male,,2012-10-14,Riverside,CA,Shot,true
60,Male,,2012-10-17,Hiram,GA,Shot,false
53,Male,,2012-10-18,San Jacinto,CA,Shot,false
31,Male,,2012-10-24,Lewisville,TX,Shot,false
18,Male,,2012-10-24,Bronx,NY,Shot,false
58,Female,,2012-10-27,Phoenix,AZ,Shot,true
34,Male,,2012-10-28,Phoenix,AZ,Shot,false
27,Male,,2012-10-28,New Orleans,LA,Shot,false
66,Male,,2012-10-31,Odessa,TX,Shot,false
22,Male,,2012-11-01,Houston,TX,Shot,false
28,Male,,2012-11-02,Washington,DC,Shot,false
56,Male,,2012-11-02,Pompano Beach,FL,Shot,false
35,Male,,2012-11-03,Florence,AL,Shot,true
52,Male,,2012-11-03,Snyder,TX,Shot,true
64,Male,,2012-11-11,Southfield,MI,Shot,false
35,Male,,2012-11-11,Philadelphia,PA,Shot,false
34,Male,,2012-11-12,Philadelphia,PA,Shot,false
22,Male,,2012-11-14,Philadelphia,PA,Shot,false
22,Male,,2012-11-15,Marlborough,MA,Shot,true
20,Male,,2012-11-15,Chicago,IL,Shot,false
19,Male,,2012-11-18,Greenville,SC,Shot,false
19,Male,,2012-11-20,Newark,NJ,Shot,false
55,Male,,2012-11-20,Aurora,CO,Shot,true
22,Male,,2012-11-22,Detroit,MI,Shot,false
45,Male,,2012-11-28,Pampa,TX,Shot,false
33,Male,,2012-11-30,San Bernardino,CA,Shot,false
39,Male,,2012-12-01,Brunswick,OH,Shot,true
38,Male,,2012-12-03,Meridian,ID,Shot,true
23,Male,,2012-12-04,Colorado Springs,CO,Shot,false
77,Male,,2012-12-04,Evansville,IN,Shot,false
52,Male,,2012-12-04,Coalton,WV,Shot,false
38,Male,,2012-12-07,Magnolia,KY,Shot,false
39,Male,,2012-12-10,Richmond,VA,Shot,false
56,Male,,2012-12-10,Corpus Christi,TX,Shot,true
56,Male,,2012-12-11,Jacksonville,FL,Shot,false
27,Female,,2012-12-11,Philadelphia,PA,Shot,false
32,Male,,2012-12-15,Zebulon,NC,Shot,false
32,Male,,2012-12-15,Palm Coast,FL,Shot,false
38,Male,,2012-12-15,Birmingham,AL,Shot,false
51,Male,,2012-12-17,Columbus,OH,Shot,false
22,Male,,2012-12-17,Topeka,KS,Shot,false
21,Male,,2012-12-19,Dumfries,VA,Shot,false
32,Male,,2012-12-20,Taylorsville,UT,Shot,false
32,Male,,2012-12-22,Huntington,WV,Shot,false
36,Male,,2012-12-23,Baltimore,MD,Shot,false
35,Male,,2012-12-23,Tahoka,TX,Shot,true
62,Male,,2012-12-24,Myrtle,MS,Shot,false
40,Male,,2012-12-25,Pueblo,CO,Shot,false
45,Female,,2012-12-28,Martinsburg,WV,Shot,false
40,Male,,2012-12-29,Springettsbury,PA,Shot,false
43,Male,,2012-12-30,Katy,TX,Shot,true
28,Male,,2012-12-30,Hearne,TX,Shot,false
52,Male,,2013-01-02,Ormond Beach,FL,Shot,false
39,Male,,2013-01-05,Phoenix,AZ,Shot,false
17,Male,,2013-01-07,Chicago,IL,Shot,false
60,Female,,2013-01-09,Tamarac,FL,Shot,true
33,Male,,2013-01-12,Smiths Station,AL,Shot,false
49,Male,,2013-01-12,Elkview,WV,Shot,false
40,Male,,2013-01-13,Indialantic,FL,Shot,false
,Male,,2013-01-13,Senath,MO,Shot,false
31,Male,,2013-01-14,Greenville,SC,Shot,false
32,Male,,2013-01-14,East Orange,NJ,Shot,false
45,Male,,2013-01-14,Thornton,CO,Shot,true
35,Male,,2013-01-15,Fresno,CA,Shot,true
38,Male,,2013-01-16,Denver,CO,Shot,false
48,Male,,2013-01-16,Calhoun,GA,Shot,true
30,Male,,2013-01-17,Frederic,MI,Shot,false
33,Male,,2013-01-22,Farmington,NM,Shot,false
20,Male,,2013-01-22,Woodland Park,CO,Shot,false
22,Male,,2013-01-24,Grand Prairie,TX,Shot,false
49,Male,,2013-01-27,Pensacola,FL,Shot,false
30,Male,,2013-01-27,Homewood,IL,Shot,false
31,Male,,2013-01-29,Section,AL,Shot,false
87,Male,,2013-02-03,Harlingen,TX,Shot,false
43,Female,,2013-02-08,Bladensburg,MD,Shot,false
25,Male,,2013-02-15,Monterey Park,CA,Shot,false
37,Male,,2013-02-23,Water Valley,MS,Shot,false
51,Male,,2013-02-23,South River,NJ,Shot,false
24,Male,,2013-02-26,Columbia,SC,Shot,false
37,Male,,2013-02-28,Guerneville,CA,Shot,false
28,Male,,2013-03-02,San Jose,CA,Shot,false
23,Male,,2013-03-02,San Francisco,CA,Shot,false
43,Male,,2013-03-03,Ft. Lauderdale,FL,Shot,false
38,Male,,2013-03-04,Miami,FL,Shot,false
40,Male,,2013-03-06,New Market,TN,Shot,false
32,Male,,2013-03-07,Philadelphia,PA,Shot,false
55,Male,,2013-03-07,Jacksonville,FL,Shot,false
20,Male,,2013-03-08,Boca Raton,FL,Shot,true
55,Male,,2013-03-08,Navarre,FL,Shot,false
47,Male,,2013-03-12,Valentine,NE,Shot,false
29,Male,,2013-03-14,Ventura,CA,Shot,true
58,Male,,2013-03-14,Chicago,IL,Shot,false
27,Male,,2013-03-15,American Canyon,CA,Shot,true
50,Male,,2013-03-16,Ontario,CA,Shot,false
26,Male,,2013-03-16,Chicago,IL,Shot,false
46,Male,,2013-03-17,Phoenix,AZ,Shot,false
32,Male,,2013-03-18,Houston,TX,Shot,false
27,Male,,2013-03-19,East Hazel Crest,IL,Shot,false
21,Male,,2013-03-19,Albuquerque,NM,Shot,false
35,Male,,2013-03-19,Deatsville,AL,Shot,false
87,Male,,2013-03-21,Modesto,CA,Shot,false
44,Male,,2013-03-23,Bismarck,ND,Shot,false
69,Male,,2013-03-23,Lancaster,TX,Shot,false
43,Male,,2013-03-25,Pomona,CA,Shot,false
59,Male,,2013-03-26,Buckeye,AZ,Shot,false
42,Male,,2013-03-27,Memphis,TN,Shot,false
72,Male,,2013-03-27,Scottsdale,AZ,Shot,false
53,Male,,2013-03-28,Rawlings,MD,Shot,true
24,Male,,2013-03-30,Phoenix,AZ,Shot,false
44,Male,,2013-03-31,The Woodlands,TX,Shot,false
49,Female,,2013-04-01,Pembroke Pines,FL,Shot,false
50,Female,,2013-04-04,Champion,MI,Shot,false
27,Male,,2013-04-05,Anchorage,AK,Shot,false
43,Male,,2013-04-07,Fontana,CA,Shot,false
28,Male,,2013-04-07,Westfield,MA,Shot,false
59,Male,,2013-04-11,Rapidan,VA,Shot,false
67,Male,,2013-04-11,Cottonwood,AZ,Shot,true
45,Male,,2013-04-12,Joplin,MO,Shot,false
57,Male,,2013-04-18,Warrensburg,MO,Shot,true
42,Male,,2013-04-18,Baltimore,MD,Shot,false
51,Male,,2013-04-19,Westfield Boro,PA,Shot,false
62,Male,,2013-04-19,Glendale,AZ,Shot,false
,Male,,2013-04-22,Longwood,FL,Shot,true
22,Male,,2013-04-22,Calumet City,IL,Shot,false
24,Male,,2013-04-22,Norcross,GA,Shot,false
29,Male,,2013-04-24,Fort Worth,TX,Shot,false
33,Female,,2013-04-27,San Diego,CA,Shot,true
41,Male,,2013-04-29,Jacksonville,FL,Shot,false
33,Male,,2013-04-29,Philadelphia,PA,Shot,false
42,Male,,2013-04-29,Vincennes,IN,Shot,false
19,Male,,2013-04-30,Tularosa,NM,Shot,false
28,Male,,2013-04-30,Miramar,FL,Shot,false
60,Male,,2013-04-30,Coeburn,VA,Shot,false
59,Male,,2013-04-30,Homerville,GA,Shot,false
59,Male,,2013-05-01,Paris,TX,Shot,false
,Male,,2013-05-01,Los Angeles,CA,Shot,false
,Male,,2013-05-04,Miami,FL,Shot,false
30,Male,,2013-05-04,Stringtown,OK,Shot,false
21,Male,,2013-05-09,Philadelphia,PA,Shot,false
19,Male,,2013-05-09,San Bernardino,CA,Shot,false
45,Male,,2013-05-10,Richmond,IL,Shot,false
43,Male,,2013-05-10,Plainfield,IN,Shot,false
30,Male,,2013-05-11,Madison,AL,Shot,false
29,Male,,2013-05-12,Oakville,MO,Shot,false
,Male,,2013-05-22,Philadelphia,PA,Shot,false
58,Male,,2013-05-23,Wasilla,AK,Shot,false
28,Male,,2013-05-23,Brooklyn,NY,Shot,true
49,Male,,2013-05-24,Worden,MT,Shot,false
23,Male,,2013-05-25,Philadelphia,PA,Shot,false
48,Male,,2013-05-26,New Rochelle,NY,Shot,true
62,Male,,2013-05-29,Helena,MT,Shot,true
26,Male,,2013-06-01,Phoenix,AZ,Shot,false
51,Female,,2013-06-04,Mad River,CA,Shot,false
40,Male,,2013-06-04,Vallejo,CA,Shot,false
32,Male,,2013-06-04,Memphis,TN,Shot,false
57,Male,,2013-06-05,White Marsh,MD,Shot,false
34,Male,,2013-06-07,Jonesboro,GA,Shot,false
40,Male,,2013-06-08,Bradenton,FL,Shot,false
54,Male,,2013-06-12,Orange,CA,Shot,false
38,Male,,2013-06-15,Miami,FL,Shot,false
53,Male,,2013-06-16,Fremont,CA,Shot,true
60,Male,,2013-06-16,Montgomery,IN,Shot,false
59,Male,,2013-06-17,Salem,CT,Shot,true
50,Male,,2013-06-18,Brooklyn,NY,Shot,false
28,Male,,2013-06-19,Shreveport,LA,Shot,false
37,Male,,2013-06-23,Fort Worth,TX,Shot,false
26,Male,,2013-06-24,Fairview,AK,Shot,false
34,Male,,2013-06-25,Jurupa Valley,CA,Shot,false
33,Male,,2013-06-26,Los Angeles,CA,Shot,false
66,Male,,2013-06-26,Maysel,WV,Shot,false
38,Male,,2013-06-27,Atlanta,GA,Shot,false
26,Male,,2013-06-29,Yucaipa,CA,Shot,false
46,Male,,2013-06-29,Shirley,NY,Shot,false
76,Male,,2013-07-01,Town of Pound,WI,Shot,true
33,Male,,2013-07-01,Memphis,TN,Shot,true
54,Female,,2013-07-02,Redmond,OR,Shot,false
57,Male,,2013-07-05,Des Moines,IA,Shot,false
34,Male,,2013-07-06,Phoenix,AZ,Shot,true
84,Male,,2013-07-06,Craigsville,WV,Shot,false
55,Male,,2013-07-08,Brush Valley,PA,Shot,false
46,Male,,2013-07-09,Cabazon,CA,Shot,false
20,Male,,2013-07-10,Houston,TX,Shot,false
46,Male,,2013-07-16,Oil Springs,KY,Shot,true
49,Male,,2013-07-20,Cockeysville,MD,Shot,false
24,Male,,2013-07-20,Powder Springs,GA,Shot,false
43,Male,,2013-07-23,Tempe,AZ,Shot,false
49,Male,,2013-07-25,Monroe,NC,Shot,false
49,Male,,2013-07-27,Albany,TX,Shot,false
30,Male,,2013-07-28,Gila Bend,AZ,Shot,false
56,Male,,2013-07-29,Topeka,KS,Shot,false
38,Male,,2013-07-29,El Paso,TX,Shot,false
19,Male,,2013-07-30,Avondale,AZ,Shot,false
35,Male,,2013-08-05,Phoenix,AZ,Shot,true
,Male,,2013-08-09,Watsonville,CA,Shot,false
44,Female,,2013-08-12,Hollywood,FL,Shot,false
63,Male,,2013-08-13,Denver,CO,Shot,false
,Male,,2013-08-15,Louisville,KY,Shot,false
19,Male,,2013-08-20,Philadelphia,PA,Shot,false
27,Male,,2013-08-23,Phoenix,AZ,Shot,false
37,Male,,2013-08-23,Danvers,MA,Shot,false
44,Male,,2013-08-24,San Marcos,CA,Shot,true
58,Male,,2013-08-25,Grovetown,GA,Shot,false
17,Male,,2013-08-26,Southfield,MI,Shot,false
,Male,,2013-08-28,Los Angeles,CA,Shot,false
73,Male,,2013-08-29,Buford,GA,Shot,false
42,Male,,2013-08-29,Fort Worth,TX,Shot,false
47,Male,,2013-08-30,Cleveland,OH,Shot,false
43,Male,,2013-09-02,Los Banos,CA,Shot,false
47,Male,,2013-09-02,St. Thomas,PA,Shot,true
,Male,,2013-09-05,Atlanta,GA,Shot,false
21,Male,,2013-09-07,Ventura,CA,Shot,false
25,Male,,2013-09-07,Phoenix,AZ,Shot,false
30,Male,,2013-09-14,Virginia Beach,VA,Shot,false
56,Male,,2013-09-14,Savannah,GA,Shot,false
53,Male,,2013-09-18,Winter Garden,FL,Shot,false
58,Male,,2013-09-21,Denver,CO,Shot,false
21,Male,,2013-10-11,Lakeland,FL,Shot,true
,Male,,2013-10-19,San Diego,CA,Shot,false
46,Male,,2013-10-23,Winnemucca,NV,Shot,false
68,Male,,2013-10-25,St. Petersburg,FL,Shot,false
43,Female,,2013-10-25,Dublin,OH,Shot,true
34,Male,,2013-10-25,St. Louis,MO,Shot,false
32,Male,,2013-10-26,Pearisburg,VA,Shot,false
29,Male,,2013-10-26,Yuma,AZ,Shot,false
57,Male,,2013-10-27,Bellfower,CA,Shot,true
71,Male,,2013-10-28,Lexington,SC,Shot,false
30,Male,,2013-10-30,Virginia Beach,VA,Shot,true
28,Male,,2013-10-30,Fort Belvoir,VA,Shot,false
26,Male,,2013-10-31,Bronx,NY,Shot,false
,Male,,2013-10-31,Beaufort,NC,Shot,true
57,Male,,2013-10-31,Butler,GA,Shot,false
51,Male,,2013-11-03,Phoenix,AZ,Shot,false
59,Male,,2013-11-11,Columbus,OH,Shot,false
,Male,,2013-11-13,Hawthorne,CA,Shot,false
49,Male,,2013-11-14,Mabelvale,AR,Shot,true
53,Male,,2013-11-14,San Antonio,TX,Shot,false
42,Male,,2013-11-15,Hamilton Township,NJ,Shot,false
38,Male,,2013-11-18,Berlin,NY,Shot,false
27,Male,,2013-11-18,Germantown,MD,Shot,false
58,Male,,2013-11-19,Guerneville,CA,Shot,true
20,Male,,2013-11-20,Tucson,AZ,Shot,true
37,Male,,2013-11-22,Riverside,CA,Shot,false
24,Male,,2013-11-23,South Gate,CA,Shot,false
42,Male,,2013-11-24,Boulder,CO,Shot,false
53,Male,,2013-11-25,Mableton,GA,Shot,false
26,Male,,2013-11-25,Washington,DC,Shot,false
28,Male,,2013-11-27,Huntsville,AL,Shot,false
23,Male,,2013-11-29,Azusa,CA,Shot,false
46,Male,,2013-12-02,Tucson,AZ,Shot,false
73,Male,,2013-12-04,Selma,AL,Shot,false
49,Male,,2013-12-05,Independence,MO,Shot,false
43,Male,,2013-12-05,Stockton,CA,Shot,false
26,Female,,2013-12-07,Gadsden,AL,Shot,false
36,Male,,2013-12-07,Gadsden,AL,Shot,false
20,Male,,2013-12-07,Dorchester,MA,Shot,false
57,Male,,2013-12-08,Miami,FL,Shot,false
37,Male,,2013-12-08,Albuquerque,NM,Shot,false
26,Male,,2013-12-09,Monroeville,PA,Shot,false
50,Male,,2013-12-10,Miami,FL,Shot,false
43,Male,,2013-12-13,Farmington,CT,Shot,false
58,Male,,2013-12-14,Milford,DE,Shot,false
49,Male,,2013-12-14,Grand Junction,CO,Shot,true
43,Male,,2013-12-14,Waipahu,HI,Shot,true
46,Male,,2013-12-20,San Antonio,TX,Shot,true
17,Male,,2013-12-24,Pensacola,FL,Shot,true
30,Male,,2013-12-27,Marietta,GA,Shot,true
30,Male,,2013-12-29,Troy,OH,Shot,false
22,Male,,2013-12-29,Ruston,LA,Shot,false
44,Male,,2013-12-29,Longmont,CO,Shot,false
31,Female,,2013-12-29,Taft,CA,Shot,false
33,Male,,2014-01-02,Crestview,FL,Shot,false
47,Male,,2014-01-03,Columbus,OH,Shot,true
21,Male,,2014-01-03,Oklahoma City,OK,Shot,false
31,Male,,2014-01-04,Paterson,NJ,Shot,false
30,Male,,2014-01-04,Lawrenceville,GA,Shot,false
47,Male,,2014-01-07,Leesburg,FL,Shot,false
35,Male,,2014-01-09,Jonesboro,AR,Shot,false
51,Male,,2014-01-09,Beeville,TX,Shot,false
35,Male,,2014-01-12,Scottsdale,AZ,Shot,false
32,Male,,2014-01-12,Victorville,CA,Shot,false
24,Male,,2014-01-13,Baltimore,MD,Shot,false
24,Male,,2014-01-14,Vienna,WV,Shot,false
75,Male,,2014-01-15,Houghton Lake,MI,Shot,false
28,Male,,2014-01-16,Lake Elsinore,CA,Shot,false
,Male,,2014-01-20,Loxley,AL,Shot,false
21,Male,,2014-01-21,Oakland,CA,Shot,false
,Male,,2014-01-23,Houston,TX,Shot,false
53,Male,,2014-01-24,Gaffney,SC,Shot,false
46,Male,,2014-01-28,Passaic,NJ,Shot,false
31,Male,,2014-01-31,Kingstree,SC,Shot,false
25,Male,,2014-02-01,Fayetteville,NC,Shot,true
56,Male,,2014-02-03,Chicago,IL,Shot,false
62,Female,,2014-02-04,Hayward,CA,Shot,false
34,Male,,2014-02-04,Arvada,CO,Shot,false
45,Male,,2014-02-04,Philadelphia,PA,Shot,false
51,Male,,2014-02-05,Perry,FL,Shot,false
43,Male,,2014-02-06,Glendale,AZ,Shot,false
39,Male,,2014-02-07,Baton Rouge,LA,Shot,false
27,Female,,2014-02-07,Ruston,LA,Shot,false
45,Male,,2014-02-09,Stockton,CA,Shot,false
21,Male,,2014-02-10,Yulee,FL,Shot,true
16,Male,,2014-02-10,Chicago,IL,Shot,false
23,Male,,2014-02-10,Tustin,CA,Shot,false
52,Female,,2014-02-11,Nashville,TN,Shot,true
18,Male,,2014-02-15,Hamilton,OH,Shot,true
47,Male,,2014-02-16,Orlando,FL,Shot,true
44,Male,,2014-02-17,Hammond,IN,Shot,false
60,Male,,2014-02-18,San Lorenzo,CA,Shot,true
70,Male,,2014-02-20,Browning,MT,Shot,true
18,Male,,2014-02-23,Fresno,CA,Shot,false
48,Male,,2014-02-25,Ecorse,MI,Shot,true
57,Male,,2014-02-26,Shelbyville,KY,Shot,false
33,Male,,2014-02-26,Danville,IL,Shot,false
21,Male,,2014-03-01,O'Fallon,MO,Shot,true
41,Male,,2014-03-02,Antelope,CA,Shot,true
24,Female,,2014-03-04,Duncan,SC,Shot,false
20,Male,,2014-03-04,Kendall,FL,Shot,true
,Male,,2014-03-06,Houston,TX,Shot,false
28,Male,,2014-03-06,Okmulgee,OK,Shot,false
48,Female,,2014-03-07,Fresno,CA,Shot,false
50,Male,,2014-03-08,Sacramento,CA,Shot,false
60,Male,,2014-03-09,Lyerly,GA,Shot,false
31,Male,,2014-03-09,Sebring,FL,Shot,true
30,Male,,2014-03-10,Detroit,MI,Shot,false
35,Male,,2014-03-10,Rochester,NH,Shot,false
38,Male,,2014-03-10,North Las Vegas,NV,Shot,false
,Male,,2014-03-11,Chipley,FL,Shot,false
60,Male,,2014-03-13,Yuba City,CA,Shot,true
26,Male,,2014-03-13,Phoenix,AZ,Shot,true
38,Male,,2014-03-16,Albuquerque,NM,Shot,true
51,Male,,2014-03-16,Pompano Beach,FL,Shot,false
